id,semantic_groups,preflabel,name,synonyms,description
ensembl:ENSG00000256443,NA,ensembl:ENSG00000256443,NA,NA,NA
ensembl:ENSG00000239556,NA,ensembl:ENSG00000239556,NA,NA,NA
ensembl:ENSG00000267473,NA,ensembl:ENSG00000267473,NA,NA,NA
ensembl:ENSG00000231977,NA,ensembl:ENSG00000231977,NA,NA,NA
HGNC:4503,GENE,GPR45,G protein-coupled receptor 45,PSP24|PSP24(ALPHA)|PSP24A,"This intronless gene encodes a member of the G protein-coupled receptor (GPCR) family. Members of this protein family contain seven putative transmembrane domains and may mediate signaling processes to the interior of the cell via activation of heterotrimeric G proteins. This protein may function in the central nervous system. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000260359,NA,ensembl:ENSG00000260359,NA,NA,NA
HGNC:11693,GENE,TCTE1,t-complex-associated-testis-expressed 1,D6S46|DRC5|FAP155,NA
HGNC:31339,GENE,HCG17,HLA complex group 17,HCG18|LINC00046|NCRNA00046,NA
HGNC:4484,GENE,GPR3,G protein-coupled receptor 3,ACCA,"This gene is a member of the G protein-coupled receptor family and is found in the cell membrane. G protein-coupled receptors, characterized by a seven transmembrane domain motif, are involved in translating outside signals into G protein mediated intracellular effects. The encoded protein activates adenylate cyclase and modulates amyloid-beta production in a mouse model, suggesting that it may play a role in Alzheimer's disease. [provided by RefSeq, Oct 2012]."
HGNC:6934,GENE,MCAM,melanoma cell adhesion molecule,CD146|HEMCAM|METCAM|MUC18|MelCAM,NA
ensembl:ENSG00000231982,NA,ensembl:ENSG00000231982,NA,NA,NA
ensembl:ENSG00000257986,NA,ensembl:ENSG00000257986,long intergenic non-protein coding RNA 2306,NA,NA
ensembl:ENSG00000254681,NA,ensembl:ENSG00000254681,"polycystin 1, transient receptor potential channel interacting pseudogene 5",NA,NA
HGNC:21,GENE,AATK,apoptosis associated tyrosine kinase,AATYK|AATYK1|LMR1|LMTK1|PPP1R77|p35BP,"The protein encoded by this gene contains a tyrosine kinase domain at the N-terminus and a proline-rich domain at the C-terminus. This gene is induced during apoptosis, and expression of this gene may be a necessary pre-requisite for the induction of growth arrest and/or apoptosis of myeloid precursor cells. This gene has been shown to produce neuronal differentiation in a neuroblastoma cell line. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2011]."
HGNC:7142,GENE,MARCKSL1,MARCKS like 1,F52|MACMARCKS|MLP|MLP1|MRP,"This gene encodes a member of the myristoylated alanine-rich C-kinase substrate (MARCKS) family. Members of this family play a role in cytoskeletal regulation, protein kinase C signaling and calmodulin signaling. The encoded protein affects the formation of adherens junction. Alternative splicing results in multiple transcript variants. Pseudogenes of this gene are located on the long arm of chromosomes 6 and 10. [provided by RefSeq, Jun 2012]."
HGNC:31658,GENE,TMEM72,transmembrane protein 72,C10orf127|KSP37,"This gene encodes a transmembrane protein which may be expressed specifically in the kidney. [provided by RefSeq, Sep 2016]."
ensembl:ENSG00000224891,NA,ensembl:ENSG00000224891,ARL14EP pseudogene 1,NA,NA
ensembl:ENSG00000246323,NA,ensembl:ENSG00000246323,NA,NA,NA
HGNC:8676,GENE,PCDHAC1,"protocadherin alpha subfamily C, 1",PCDH-ALPHA-C1,"This gene is a member of the protocadherin alpha gene cluster, one of three related gene clusters tandemly linked on chromosome five that demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The alpha gene cluster is composed of 15 cadherin superfamily genes related to the mouse CNR genes and consists of 13 highly similar and 2 more distantly related coding sequences. The tandem array of 15 N-terminal exons, or variable exons, are followed by downstream C-terminal exons, or constant exons, which are shared by all genes in the cluster. The large, uninterrupted N-terminal exons each encode six cadherin ectodomains while the C-terminal exons encode the cytoplasmic domain. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins that most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been observed and additional variants have been suggested but their full-length nature has yet to be determined. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000234569,NA,ensembl:ENSG00000234569,RAD1 pseudogene 1,NA,NA
ensembl:ENSG00000237212,NA,ensembl:ENSG00000237212,NA,NA,NA
HGNC:11085,GENE,SLIT1,slit guidance ligand 1,MEGF4|SLIL1|SLIT-1|SLIT3,NA
ensembl:ENSG00000259774,NA,ensembl:ENSG00000259774,uncharacterized LOC103171574,NA,NA
HGNC:26707,GENE,KRT40,keratin 40,CK-40|K40|KA36,"This gene encodes a member of the type I (acidic) keratin family, which belongs to the superfamily of intermediate filament (IF) proteins. Keratins are heteropolymeric structural proteins which form the intermediate filament. These filaments, along with actin microfilaments and microtubules, compose the cytoskeleton of epithelial cells. The type I keratin genes are clustered in a region of chromosome 17q12-q21. [provided by RefSeq, Jul 2009]."
ensembl:ENSG00000258919,NA,ensembl:ENSG00000258919,NA,NA,NA
HGNC:15856,GENE,TP53TG5,TP53 target 5,C20orf10|CLG01,NA
HGNC:5999,GENE,IL1RL2,interleukin 1 receptor like 2,IL-1Rrp2|IL-36R|IL1R-rp2|IL1RRP2,"The protein encoded by this gene is a member of the interleukin 1 receptor family. An experiment with transient gene expression demonstrated that this receptor was incapable of binding to interleukin 1 alpha and interleukin 1 beta with high affinity. This gene and four other interleukin 1 receptor family genes, including interleukin 1 receptor, type I (IL1R1), interleukin 1 receptor, type II (IL1R2), interleukin 1 receptor-like 1 (IL1RL1), and interleukin 18 receptor 1 (IL18R1), form a cytokine receptor gene cluster in a region mapped to chromosome 2q12. [provided by RefSeq, Jul 2008]."
HGNC:4905,GENE,HHLA2,HERV-H LTR-associating 2,B7-H5|B7-H7|B7H7|B7y,"This gene encodes a protein ligand found on the surface of monocytes. The encoded protein is thought to regulate cell-mediated immunity by binding to a receptor on T lymphocytes and inhibiting the proliferation of these cells. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]."
ensembl:ENSG00000260115,NA,ensembl:ENSG00000260115,NA,NA,NA
ensembl:ENSG00000203268,NA,ensembl:ENSG00000203268,NA,NA,NA
ensembl:ENSG00000251666,NA,ensembl:ENSG00000251666,ZNF346 intronic transcript 1,NA,NA
ensembl:ENSG00000237691,NA,ensembl:ENSG00000237691,interferon omega 1 pseudogene 2,NA,NA
HGNC:30455,GENE,CD300LG,CD300 molecule like family member g,CLM-9|CLM9|NEPMUCIN|TREM-4|TREM4,"Members of the CD300 (see MIM 606786)-like (CD300L) family, such as CD300LG, are widely expressed on hematopoietic cells. All CD300L proteins are type I cell surface glycoproteins that contain a single immunoglobulin (Ig) V-like domain (Takatsu et al., 2006 [PubMed 16876123]).[supplied by OMIM, Mar 2008]."
HGNC:6308,GENE,KEL,Kell metallo-endopeptidase (Kell blood group),CD238|ECE3|Kell,"This gene encodes a type II transmembrane glycoprotein that is the highly polymorphic Kell blood group antigen. The Kell glycoprotein links via a single disulfide bond to the XK membrane protein that carries the Kx antigen. The encoded protein contains sequence and structural similarity to members of the neprilysin (M13) family of zinc endopeptidases. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000235997,NA,ensembl:ENSG00000235997,long intergenic non-protein coding RNA 1936,NA,NA
ensembl:ENSG00000256422,NA,ensembl:ENSG00000256422,long intergenic non-protein coding RNA 2552,NA,NA
ensembl:ENSG00000225721,NA,ensembl:ENSG00000225721,NA,NA,NA
ensembl:ENSG00000271631,NA,ensembl:ENSG00000271631,NA,NA,NA
ensembl:ENSG00000225093,NA,ensembl:ENSG00000225093,ribosomal protein L3 pseudogene 7,NA,NA
HGNC:7146,GENE,TRPM1,transient receptor potential cation channel subfamily M member 1,CSNB1C|LTRPC1|MLSN1,"This gene encodes a member of the transient receptor potential melastatin subfamily of transient receptor potential ion channels. The encoded protein is a calcium permeable cation channel that is expressed in melanocytes and may play a role in melanin synthesis. Specific mutations in this gene are the cause autosomal recessive complete congenital stationary night blindness-1C. The expression of this protein is inversely correlated with melanoma aggressiveness and as such it is used as a prognostic marker for melanoma metastasis. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Oct 2011]."
ensembl:ENSG00000250286,NA,ensembl:ENSG00000250286,uncharacterized LOC105371824,NA,NA
HGNC:43711,GENE,LINC00567,long intergenic non-protein coding RNA 567,NA,NA
ensembl:ENSG00000266774,NA,ensembl:ENSG00000266774,NA,NA,NA
HGNC:3025,GENE,DRD4,dopamine receptor D4,D4DR,"This gene encodes the D4 subtype of the dopamine receptor. The D4 subtype is a G-protein coupled receptor which inhibits adenylyl cyclase. It is a target for drugs which treat schizophrenia and Parkinson disease. Mutations in this gene have been associated with various behavioral phenotypes, including autonomic nervous system dysfunction, attention deficit/hyperactivity disorder, and the personality trait of novelty seeking. This gene contains a polymorphic number (2-10 copies) of tandem 48 nt repeats; the sequence shown contains four repeats. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000229268,NA,ensembl:ENSG00000229268,pescadillo ribosomal biogenesis factor 1 pseudogene 2,NA,NA
HGNC:8000,GENE,NRGN,neurogranin,RC3|hng,"Neurogranin (NRGN) is the human homolog of the neuron-specific rat RC3/neurogranin gene. This gene encodes a postsynaptic protein kinase substrate that binds calmodulin in the absence of calcium. The NRGN gene contains four exons and three introns. The exons 1 and 2 encode the protein and exons 3 and 4 contain untranslated sequences. It is suggested that the NRGN is a direct target for thyroid hormone in human brain, and that control of expression of this gene could underlay many of the consequences of hypothyroidism on mental states during development as well as in adult subjects. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000256542,NA,ensembl:ENSG00000256542,NA,NA,NA
HGNC:278,GENE,ADRA1B,adrenoceptor alpha 1B,ADRA1|ALPHA1BAR,"Alpha-1-adrenergic receptors (alpha-1-ARs) are members of the G protein-coupled receptor superfamily. They activate mitogenic responses and regulate growth and proliferation of many cells. There are 3 alpha-1-AR subtypes: alpha-1A, -1B and -1D, all of which signal through the Gq/11 family of G-proteins and different subtypes show different patterns of activation. This gene encodes alpha-1B-adrenergic receptor, which induces neoplastic transformation when transfected into NIH 3T3 fibroblasts and other cell lines. Thus, this normal cellular gene is identified as a protooncogene. This gene comprises 2 exons and a single large intron of at least 20 kb that interrupts the coding region. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000270035,NA,ensembl:ENSG00000270035,NA,NA,NA
ensembl:ENSG00000239763,NA,ensembl:ENSG00000239763,NA,NA,NA
HGNC:26236,GENE,SH3D21,SH3 domain containing 21,C1orf113,NA
ensembl:ENSG00000179082,NA,ensembl:ENSG00000179082,chromosome 9 putative open reading frame 106,NA,NA
ensembl:ENSG00000159712,NA,ensembl:ENSG00000159712,"ankyrin repeat domain 18C, pseudogene",NA,NA
HGNC:2538,GENE,CTSV,cathepsin V,CATL2|CTSL2|CTSU,"The protein encoded by this gene, a member of the peptidase C1 family, is a lysosomal cysteine proteinase that may play an important role in corneal physiology. This gene is expressed in colorectal and breast carcinomas but not in normal colon, mammary gland, or peritumoral tissues, suggesting a possible role for this gene in tumor processes. Alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jan 2011]."
HGNC:3788,GENE,FOLH1,folate hydrolase 1,FGCP|FOLH|GCP2|GCPII|NAALAD1|NAALAdase|PSM|PSMA|mGCP,"This gene encodes a type II transmembrane glycoprotein belonging to the M28 peptidase family. The protein acts as a glutamate carboxypeptidase on different alternative substrates, including the nutrient folate and the neuropeptide N-acetyl-l-aspartyl-l-glutamate and is expressed in a number of tissues such as prostate, central and peripheral nervous system and kidney. A mutation in this gene may be associated with impaired intestinal absorption of dietary folates, resulting in low blood folate levels and consequent hyperhomocysteinemia. Expression of this protein in the brain may be involved in a number of pathological conditions associated with glutamate excitotoxicity. In the prostate the protein is up-regulated in cancerous cells and is used as an effective diagnostic and prognostic indicator of prostate cancer. This gene likely arose from a duplication event of a nearby chromosomal region. Alternative splicing gives rise to multiple transcript variants encoding several different isoforms. [provided by RefSeq, Jul 2010]."
HGNC:12684,GENE,VGF,VGF nerve growth factor inducible,SCG7|SgVII,"This gene is specifically expressed in a subpopulation of neuroendocrine cells, and is upregulated by nerve growth factor. The structural organization of this gene is similar to that of the rat gene, and both the translated and the untranslated regions show a high degree of sequence similarity to the rat gene. The encoded secretory protein also shares similarities with the secretogranin/chromogranin family, however, its exact function is not known. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000264668,NA,ensembl:ENSG00000264668,NA,NA,NA
ensembl:ENSG00000232056,NA,ensembl:ENSG00000232056,NA,NA,NA
ensembl:ENSG00000242242,NA,ensembl:ENSG00000242242,NECTIN3 antisense RNA 1,NA,NA
ensembl:ENSG00000222503,NA,ensembl:ENSG00000222503,Y RNA,NA,NA
HGNC:51517,GENE,RP11-166O4.1,speedy/RINGO cell cycle regulator family member E21,SPDYE21P,NA
HGNC:54065,GENE,AC010890.1,NCKAP5 antisense RNA 2,NA,NA
HGNC:28018,GENE,NIPAL4,NIPA like domain containing 4,ARCI6|ICHTHYIN|ICHYN|SLC57A6,"This gene likely encodes a membrane receptor. Mutations in this gene have been associated with autosomal recessive congenital ichthyosis. [provided by RefSeq, Feb 2010]."
ensembl:ENSG00000205822,NA,ensembl:ENSG00000205822,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6,NA,NA
ensembl:ENSG00000253981,NA,ensembl:ENSG00000253981,"ALG1 like 13, pseudogene",NA,NA
HGNC:31704,GENE,ASTL,astacin like metalloendopeptidase,SAS1B,NA
ensembl:ENSG00000236366,NA,ensembl:ENSG00000236366,uncharacterized LOC153910,NA,NA
ensembl:ENSG00000235530,NA,ensembl:ENSG00000235530,uncharacterized LOC107984969,NA,NA
HGNC:32222,GENE,FAM86B2,family with sequence similarity 86 member B2,NA,NA
ensembl:ENSG00000254629,NA,ensembl:ENSG00000254629,NA,NA,NA
ensembl:ENSG00000215795,NA,ensembl:ENSG00000215795,NA,NA,NA
HGNC:33766,GENE,C4orf50,chromosome 4 open reading frame 50,NA,NA
HGNC:26795,GENE,ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B,HARP,NA
ensembl:ENSG00000240692,NA,ensembl:ENSG00000240692,"RNA, 7SL, cytoplasmic 538, pseudogene",NA,NA
ensembl:ENSG00000135502,NA,ensembl:ENSG00000135502,solute carrier family 26 member 10,NA,NA
HGNC:18464,GENE,GRID2IP,Grid2 interacting protein,DELPHILIN,"Glutamate receptor delta-2 (GRID2; MIM 602368) is predominantly expressed at parallel fiber-Purkinje cell postsynapses and plays crucial roles in synaptogenesis and synaptic plasticity. GRID2IP1 interacts with GRID2 and may control GRID2 signaling in Purkinje cells (Matsuda et al., 2006 [PubMed 16835239]).[supplied by OMIM, Mar 2008]."
ensembl:ENSG00000259322,NA,ensembl:ENSG00000259322,NA,NA,NA
ensembl:ENSG00000268520,NA,ensembl:ENSG00000268520,NA,NA,NA
HGNC:53869,GENE,RP11-368J21.3,OTOA pseudogene 1,NA,NA
HGNC:28904,GENE,AIF1L,allograft inflammatory factor 1 like,C9orf58|IBA2,NA
HGNC:26348,GENE,SEPT12,septin 12,SEPT12|SPGF10,"This gene encodes a guanine-nucleotide binding protein and member of the septin family of cytoskeletal GTPases. Septins play important roles in cytokinesis, exocytosis, embryonic development, and membrane dynamics. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]."
ensembl:ENSG00000268352,NA,ensembl:ENSG00000268352,NA,NA,NA
ensembl:ENSG00000174715,NA,ensembl:ENSG00000174715,peptidylprolyl isomerase A pseudogene 72,NA,NA
HGNC:18590,GENE,PNPLA3,patatin like phospholipase domain containing 3,ADPN|C22orf20|iPLA(2)epsilon,"The protein encoded by this gene is a triacylglycerol lipase that mediates triacylglycerol hydrolysis in adipocytes. The encoded protein, which appears to be membrane bound, may be involved in the balance of energy usage/storage in adipocytes. [provided by RefSeq, Jul 2008]."
HGNC:33722,GENE,ZNF385C,zinc finger protein 385C,NA,NA
HGNC:53474,GENE,RP11-309L24.2,FLNC antisense RNA 1,NA,NA
HGNC:25116,GENE,SHF,Src homology 2 domain containing F,NA,NA
ensembl:ENSG00000232722,NA,ensembl:ENSG00000232722,"maestro heat like repeat family member 4, pseudogene",NA,NA
HGNC:3515,GENE,EXTL1,exostosin like glycosyltransferase 1,EXTL,"This gene is a member of the multiple exostoses (EXT) family of glycosyltransferases, which function in the chain polymerization of heparan sulfate and heparin. The encoded protein harbors alpha 1,4- N-acetylglucosaminyltransferase activity, and is involved in chain elongation of heparan sulfate and possibly heparin. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000259081,NA,ensembl:ENSG00000259081,NA,NA,NA
HGNC:232,GENE,ADCY1,adenylate cyclase 1,AC1|DFNB44,"This gene encodes a member of the of adenylate cyclase gene family that is primarily expressed in the brain. This protein is regulated by calcium/calmodulin concentration and may be involved in brain development. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]."
ensembl:ENSG00000229613,NA,ensembl:ENSG00000229613,long intergenic non-protein coding RNA 1501,NA,NA
HGNC:40209,GENE,EIF2B5-AS1,long intergenic non-protein coding RNA 1840,EIF2B5-AS1,NA
ensembl:ENSG00000259017,NA,ensembl:ENSG00000259017,NA,NA,NA
ensembl:ENSG00000254995,NA,ensembl:ENSG00000254995,STX16-NPEPL1 readthrough (NMD candidate),NA,NA
ensembl:ENSG00000265611,NA,ensembl:ENSG00000265611,NA,NA,NA
ensembl:ENSG00000224404,NA,ensembl:ENSG00000224404,NA,NA,NA
ensembl:ENSG00000256712,NA,ensembl:ENSG00000256712,NA,NA,NA
ensembl:ENSG00000247570,NA,ensembl:ENSG00000247570,syndecan binding protein pseudogene 2,NA,NA
HGNC:26654,GENE,C1orf65,coiled-coil domain containing 185,C1orf65,NA
ensembl:ENSG00000259488,NA,ensembl:ENSG00000259488,NA,NA,NA
ensembl:ENSG00000249889,NA,ensembl:ENSG00000249889,"ALG1 like 11, pseudogene",NA,NA
ensembl:ENSG00000231724,NA,ensembl:ENSG00000231724,NA,NA,NA
HGNC:4479,GENE,MCHR1,melanin concentrating hormone receptor 1,GPR24|MCH-1R|MCH1R|SLC-1|SLC1,"The protein encoded by this gene, a member of the G protein-coupled receptor family 1, is an integral plasma membrane protein which binds melanin-concentrating hormone. The encoded protein can inhibit cAMP accumulation and stimulate intracellular calcium flux, and is probably involved in the neuronal regulation of food consumption. Although structurally similar to somatostatin receptors, this protein does not seem to bind somatostatin. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000259642,NA,ensembl:ENSG00000259642,ST20 antisense RNA 1,NA,NA
ensembl:ENSG00000235447,NA,ensembl:ENSG00000235447,trafficking protein particle complex 13 pseudogene 1,NA,NA
HGNC:15952,GENE,SCRT2,scratch family transcriptional repressor 2,ZNF898B,NA
HGNC:32416,GENE,RGPD3,RANBP2 like and GRIP domain containing 3,RGP3,"This gene is located in a cluster of Ran-binding protein related genes on chromosome 2 which arose through duplication in primates. The encoded protein contains an N-terminal TPR (tetratricopeptide repeat) domain, two Ran-binding domains, and a C-terminal GRIP domain (golgin-97, RanBP2alpha, Imh1p and p230/golgin-245) domain. [provided by RefSeq, Sep 2011]."
HGNC:30910,GENE,VWA1,von Willebrand factor A domain containing 1,HMNMYO|WARP,"VWA1 belongs to the von Willebrand factor (VWF; MIM 613160) A (VWFA) domain superfamily of extracellular matrix proteins and appears to play a role in cartilage structure and function (Fitzgerald et al., 2002 [PubMed 12062410]).[supplied by OMIM, Nov 2010]."
ensembl:ENSG00000255910,NA,ensembl:ENSG00000255910,NA,NA,NA
ensembl:ENSG00000262700,NA,ensembl:ENSG00000262700,NA,NA,NA
ensembl:ENSG00000264050,NA,ensembl:ENSG00000264050,NA,NA,NA
HGNC:648,GENE,ARC,activity regulated cytoskeleton associated protein,Arg3.1|hArc,NA
HGNC:33763,GENE,C2orf82,secondary ossification center associated regulator of chondrocyte maturation,ASCL830|C2orf82|UNQ830,NA
ensembl:ENSG00000197558,NA,ensembl:ENSG00000197558,"SCO-spondin, pseudogene",NA,NA
ensembl:ENSG00000265015,NA,ensembl:ENSG00000265015,NA,NA,NA
HGNC:2219,GENE,COL9A3,collagen type IX alpha 3 chain,DJ885L7.4.1|EDM3|IDD|MED,"This gene encodes one of the three alpha chains of type IX collagen, the major collagen component of hyaline cartilage. Type IX collagen, a heterotrimeric molecule, is usually found in tissues containing type II collagen, a fibrillar collagen. Mutations in this gene are associated with multiple epiphyseal dysplasia type 3. [provided by RefSeq, Jan 2010]."
ensembl:ENSG00000265945,NA,ensembl:ENSG00000265945,NA,NA,NA
ensembl:ENSG00000266718,NA,ensembl:ENSG00000266718,NA,NA,NA
HGNC:23494,GENE,CALHM1,calcium homeostasis modulator 1,FAM26C,"This gene encodes a calcium channel that plays a role in processing of amyloid-beta precursor protein. A polymorphism at this locus has been reported to be associated with susceptibility to late-onset Alzheimer's disease in some populations, but the pathogenicity of this polymorphism is unclear.[provided by RefSeq, Mar 2010]."
HGNC:13843,GENE,ZNF316,zinc finger protein 316,MZF-3,NA
HGNC:15804,GENE,OVOL2,ovo like zinc finger 2,CHED|CHED1|CHED2|EUROIMAGE566589|PPCD1|ZNF339,"This gene encodes a member of the evolutionarily conserved ovo-like protein family. Mammalian members of this family contain a single zinc finger domain composed of a tetrad of C2H2 zinc fingers with variable N- and C-terminal extensions that contain intrinsically disordered domains. Members of this family are involved in epithelial development and differentiation. Knockout of this gene in mouse results in early embryonic lethality with phenotypes that include neurectoderm expansion, impaired vascularization, and heart anomalies. In humans, allelic variants of this gene have been associated with posterior polymorphous corneal dystrophy. [provided by RefSeq, Apr 2016]."
ensembl:ENSG00000250734,NA,ensembl:ENSG00000250734,NA,NA,NA
HGNC:29025,GENE,ZNF536,zinc finger protein 536,NA,"The protein encoded by this gene is a highly conserved zinc finger protein. The encoded protein is most abundant in brain, where it negatively regulates neuronal differentiation. [provided by RefSeq, Sep 2015]."
HGNC:15474,GENE,SHANK1,SH3 and multiple ankyrin repeat domains 1,SPANK-1|SSTRIP|synamon,"This gene encodes a member of the SHANK (SH3 domain and ankyrin repeat containing) family of proteins. Members of this family act as scaffold proteins that are required for the development and function of neuronal synapses. Deletions in this gene may be associated with autism spectrum disorder in males. [provided by RefSeq, Apr 2016]."
ensembl:ENSG00000223759,NA,ensembl:ENSG00000223759,NA,NA,NA
ensembl:ENSG00000254905,NA,ensembl:ENSG00000254905,NA,NA,NA
ensembl:ENSG00000223476,NA,ensembl:ENSG00000223476,vomeronasal 1 receptor 42 pseudogene,NA,NA
HGNC:21293,GENE,HMCN2,hemicentin 2,NA,NA
HGNC:30670,GENE,SV2C,synaptic vesicle glycoprotein 2C,NA,NA
ensembl:ENSG00000256181,NA,ensembl:ENSG00000256181,NA,NA,NA
HGNC:22195,GENE,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",NEDL1,NA
ensembl:ENSG00000207235,NA,ensembl:ENSG00000207235,Y RNA,NA,NA
ensembl:ENSG00000224478,NA,ensembl:ENSG00000224478,NA,NA,NA
HGNC:27013,GENE,TRABD2A,TraB domain containing 2A,C2orf89|TIKI1,NA
ensembl:ENSG00000228392,NA,ensembl:ENSG00000228392,NA,NA,NA
HGNC:43755,GENE,HOXD-AS1,HOXD antisense growth-associated long non-coding RNA,HOXD-AS1|MIR7704HG|Mdgt,NA
HGNC:14640,GENE,ABCC12,ATP binding cassette subfamily C member 12,MRP9,"This gene is a member of the superfamily of ATP-binding cassette (ABC) transporters and the encoded protein contains two ATP-binding domains and 12 transmembrane regions. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies: ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White. This gene is a member of the MRP subfamily which is involved in multi-drug resistance. This gene and another subfamily member are arranged head-to-tail on chromosome 16q12.1. Increased expression of this gene is associated with breast cancer. [provided by RefSeq, Jul 2008]."
HGNC:18349,GENE,DHRS2,dehydrogenase/reductase 2,HEP27|SDR25C1,"This gene encodes a member of the short-chain dehydrogenases/reductases (SDR) family, which has over 46,000 members. Members of this family are enzymes that metabolize many different compounds, such as steroid hormones, prostaglandins, retinoids, lipids and xenobiotics. Alternative promoter use and alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2017]."
HGNC:11530,GENE,TACSTD2,tumor associated calcium signal transducer 2,EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2,"This intronless gene encodes a carcinoma-associated antigen. This antigen is a cell surface receptor that transduces calcium signals. Mutations of this gene have been associated with gelatinous drop-like corneal dystrophy.[provided by RefSeq, Dec 2009]."
ensembl:ENSG00000266949,NA,ensembl:ENSG00000266949,NA,NA,NA
ensembl:ENSG00000182257,NA,ensembl:ENSG00000182257,PRR34 long non-coding RNA,NA,NA
ensembl:ENSG00000267091,NA,ensembl:ENSG00000267091,CTBP2 pseudogene 7,NA,NA
HGNC:14254,GENE,CCRN4L,nocturnin,CCR4L|CCRN4L|Ccr4c|NOC,"The protein encoded by this gene is highly similar to Nocturnin, a gene identified as a circadian clock regulated gene in Xenopus laevis. This protein and Nocturnin protein share similarity with the C-terminal domain of a yeast transcription factor, carbon catabolite repression 4 (CCR4). The mRNA abundance of a similar gene in mouse has been shown to exhibit circadian rhythmicity, which suggests a role for this protein in clock function or as a circadian clock effector. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000206145,NA,ensembl:ENSG00000206145,purinergic receptor P2X 6 pseudogene,NA,NA
HGNC:10608,GENE,SCTR,secretin receptor,SR,"The protein encoded by this gene is a G protein-coupled receptor and belongs to the glucagon-VIP-secretin receptor family. It binds secretin which is the most potent regulator of pancreatic bicarbonate, electrolyte and volume secretion. Secretin and its receptor are suggested to be involved in pancreatic cancer and autism. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000224014,NA,ensembl:ENSG00000224014,NA,NA,NA
HGNC:7172,GENE,MMP24,matrix metallopeptidase 24,MMP-24|MMP25|MT-MMP 5|MT-MMP5|MT5-MMP|MT5MMP|MTMMP5,"This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. Unlike most MMPs, which are secreted, this protease is a member of the membrane-type MMP (MT-MMP) subfamily, contains a transmembrane domain and is expressed at the cell surface. Substrates of this protease include the proteins cadherin 2 and matrix metallopeptidase 2 (also known as 72 kDa type IV collagenase). The gene has previously been referred to as MMP25 but has been renamed matrix metallopeptidase 24 (MMP24). [provided by RefSeq, Oct 2019]."
HGNC:20120,GENE,EXOC3L4,exocyst complex component 3 like 4,C14orf73,NA
ensembl:ENSG00000236760,NA,ensembl:ENSG00000236760,NA,NA,NA
ensembl:ENSG00000253248,NA,ensembl:ENSG00000253248,NA,NA,NA
HGNC:35279,GENE,MIR1286,microRNA 1286,MIRN1286|hsa-mir-1286|mir-1286,"microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]."
ensembl:ENSG00000227218,NA,ensembl:ENSG00000227218,NA,NA,NA
ensembl:ENSG00000223653,NA,ensembl:ENSG00000223653,NA,NA,NA
ensembl:ENSG00000230638,NA,ensembl:ENSG00000230638,NA,NA,NA
